대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
05,866,866.브라운스톤 남산아파트,일일(회원),\N,20대,29,2308.96,21.01,90718.86,796
05,866,866.브라운스톤 남산아파트,일일(회원),\N,30대,11,676.29,5.5,23795.37,378
05,866,866.브라운스톤 남산아파트,일일(회원),\N,50대,7,493.68,3.98,17117.97,111
05,866,866.브라운스톤 남산아파트,일일(회원),\N,60대,1,126.35,1.23,5317.91,37
05,866,866.브라운스톤 남산아파트,일일(회원),,30대,1,95.36,0.82,3541.28,22
05,866,866.브라운스톤 남산아파트,일일(회원),,50대,3,1126.12,10.16,43750.09,187
05,866,866.브라운스톤 남산아파트,일일(회원),F,10대,6,625.53,6.21,26795.14,264
05,866,866.브라운스톤 남산아파트,일일(회원),F,20대,19,1173.96,11.47,49511.07,402
05,866,866.브라운스톤 남산아파트,일일(회원),F,30대,10,639.1,6.2,26801.65,248
05,866,866.브라운스톤 남산아파트,일일(회원),F,40대,1,52.29,0.59,2539.29,27
05,866,866.브라운스톤 남산아파트,일일(회원),F,50대,1,101.78,1.33,5711.83,78
05,866,866.브라운스톤 남산아파트,일일(회원),F,기타,2,69.85,0.63,2713.71,44
05,866,866.브라운스톤 남산아파트,일일(회원),M,10대,6,598.97,5.61,24169.55,255
05,866,866.브라운스톤 남산아파트,일일(회원),M,20대,23,1828.9,15.57,67091.69,897
05,866,866.브라운스톤 남산아파트,일일(회원),M,30대,12,877.98,7.07,30503.25,227
05,866,866.브라운스톤 남산아파트,일일(회원),M,40대,3,364.7,3.33,14340.46,99
05,866,866.브라운스톤 남산아파트,일일(회원),M,50대,3,170.05,1.4,6003.83,55
05,866,866.브라운스톤 남산아파트,일일(회원),M,기타,5,235.02,1.97,8513.91,168
05,866,866.브라운스톤 남산아파트,정기,\N,10대,1,54.69,0.49,2124.8,18
05,866,866.브라운스톤 남산아파트,정기,\N,20대,57,3937.9,30.03,129473.03,1061
05,866,866.브라운스톤 남산아파트,정기,\N,30대,32,2782.87,22.27,96005.75,638
05,866,866.브라운스톤 남산아파트,정기,\N,40대,11,1928.66,14.35,61855.81,505
05,866,866.브라운스톤 남산아파트,정기,\N,50대,5,211.46,2.05,8868.97,134
05,866,866.브라운스톤 남산아파트,정기,\N,60대,7,503.21,3.62,15592.3,173
05,866,866.브라운스톤 남산아파트,정기,\N,70대이상,1,63.6,0.57,2470.89,29
05,866,866.브라운스톤 남산아파트,정기,,20대,6,771.27,5.87,25322.29,153
05,866,866.브라운스톤 남산아파트,정기,,30대,14,206.88,1.82,7887.65,63
05,866,866.브라운스톤 남산아파트,정기,F,10대,9,247.95,2.54,10984.76,67
05,866,866.브라운스톤 남산아파트,정기,F,20대,48,1655.67,17.85,77003.18,674
05,866,866.브라운스톤 남산아파트,정기,F,30대,21,2022.01,20.72,89344.47,612
05,866,866.브라운스톤 남산아파트,정기,F,40대,46,1814.41,19.64,84684.1,580
05,866,866.브라운스톤 남산아파트,정기,F,50대,9,258.72,2.44,10508.65,156
05,866,866.브라운스톤 남산아파트,정기,F,60대,2,49.68,0.45,1930,23
05,866,866.브라운스톤 남산아파트,정기,F,기타,1,22.22,0.21,920,42
05,866,866.브라운스톤 남산아파트,정기,M,10대,22,1039.94,7.4,31903.89,166
05,866,866.브라운스톤 남산아파트,정기,M,20대,39,2374.5,19.18,82726.85,560
05,866,866.브라운스톤 남산아파트,정기,M,30대,77,5887.16,48.96,211286.06,1430
05,866,866.브라운스톤 남산아파트,정기,M,40대,81,10200.34,78.37,337950.42,2143
05,866,866.브라운스톤 남산아파트,정기,M,50대,25,1388.68,12.06,52014.15,765
05,866,866.브라운스톤 남산아파트,정기,M,60대,21,1906.96,14.58,62932.19,407
05,866,866.브라운스톤 남산아파트,정기,M,70대이상,1,23.2,0.2,861.67,19
05,866,866.브라운스톤 남산아파트,정기,M,기타,21,2081.48,17.69,76252.63,531
05,867,867.서빙고역 광장(1번출구),단체,\N,10대,1,88.62,0.81,3496.54,26
05,867,867.서빙고역 광장(1번출구),단체,F,10대,2,478.47,4.31,18588.88,154
05,867,867.서빙고역 광장(1번출구),단체,F,40대,4,1196.06,12.09,52101.62,452
05,867,867.서빙고역 광장(1번출구),단체,M,10대,2,533.89,4.47,19260,245
05,867,867.서빙고역 광장(1번출구),단체,M,40대,3,361.83,2.46,10624.67,115
05,867,867.서빙고역 광장(1번출구),단체,M,기타,1,180.22,1.55,6692.79,56
05,867,867.서빙고역 광장(1번출구),일일(비회원),\N,기타,38,4452.14,40.13,172966.4,1872
05,867,867.서빙고역 광장(1번출구),일일(비회원),F,기타,1,168.67,1.52,6553,45
05,867,867.서빙고역 광장(1번출구),일일(비회원),M,기타,1,297.83,2.68,11570.68,86
05,867,867.서빙고역 광장(1번출구),일일(회원),\N,10대,3,281.43,3.03,13068.6,84
05,867,867.서빙고역 광장(1번출구),일일(회원),\N,20대,41,4880.9,44.66,192461.09,1679
05,867,867.서빙고역 광장(1번출구),일일(회원),\N,30대,6,650.68,5.16,22214.28,155
05,867,867.서빙고역 광장(1번출구),일일(회원),\N,40대,1,29.2,0.36,1569.04,8
05,867,867.서빙고역 광장(1번출구),일일(회원),\N,50대,3,468.36,4.32,18632.7,115
05,867,867.서빙고역 광장(1번출구),일일(회원),\N,기타,5,243.19,2.37,10190.16,174
05,867,867.서빙고역 광장(1번출구),일일(회원),,20대,2,187.16,1.33,5763.67,88
05,867,867.서빙고역 광장(1번출구),일일(회원),F,10대,3,154.25,1.72,7403.46,115
05,867,867.서빙고역 광장(1번출구),일일(회원),F,20대,29,2904.96,29.13,125541.06,1188
05,867,867.서빙고역 광장(1번출구),일일(회원),F,30대,9,794.63,7.8,33617.48,341
05,867,867.서빙고역 광장(1번출구),일일(회원),F,40대,6,500.63,4.92,21214.16,175
05,867,867.서빙고역 광장(1번출구),일일(회원),F,50대,2,35.72,0.38,1640,80
05,867,867.서빙고역 광장(1번출구),일일(회원),F,기타,4,609.61,5.52,23781.32,180
05,867,867.서빙고역 광장(1번출구),일일(회원),M,10대,5,331.67,3.11,13414.51,106
05,867,867.서빙고역 광장(1번출구),일일(회원),M,20대,40,4173.48,33.15,142926.18,1777
05,867,867.서빙고역 광장(1번출구),일일(회원),M,30대,7,1441.48,12.3,52991.4,317
05,867,867.서빙고역 광장(1번출구),일일(회원),M,40대,7,831.83,7.12,30715.17,323
05,867,867.서빙고역 광장(1번출구),일일(회원),M,50대,3,740.98,5.5,23722.53,151
05,867,867.서빙고역 광장(1번출구),일일(회원),M,60대,1,45.58,0.41,1770.88,17
05,867,867.서빙고역 광장(1번출구),일일(회원),M,기타,9,1436.53,11.69,50386.35,301
05,867,867.서빙고역 광장(1번출구),정기,\N,10대,1,45.7,0.28,1227.59,6
05,867,867.서빙고역 광장(1번출구),정기,\N,20대,33,4395.36,37.31,160769.65,896
05,867,867.서빙고역 광장(1번출구),정기,\N,30대,36,3789.55,35.56,153182.63,996
05,867,867.서빙고역 광장(1번출구),정기,\N,40대,20,1153.63,8.13,35103.05,329
05,867,867.서빙고역 광장(1번출구),정기,\N,50대,22,2913.68,25.27,109052.26,781
05,867,867.서빙고역 광장(1번출구),정기,\N,60대,2,248.91,2.36,10181.16,51
05,867,867.서빙고역 광장(1번출구),정기,\N,70대이상,1,11.64,0.1,420,3
05,867,867.서빙고역 광장(1번출구),정기,,10대,1,26.61,0.28,1200,10
05,867,867.서빙고역 광장(1번출구),정기,,20대,3,232.04,2.25,9700,52
05,867,867.서빙고역 광장(1번출구),정기,,30대,3,364.35,3.06,13147.64,184
05,867,867.서빙고역 광장(1번출구),정기,,40대,3,242.55,3.13,13480.88,81
05,867,867.서빙고역 광장(1번출구),정기,,50대,1,50.81,0.46,1973.78,11
05,867,867.서빙고역 광장(1번출구),정기,F,20대,36,1743.14,17.23,74321.43,667
05,867,867.서빙고역 광장(1번출구),정기,F,30대,40,5571.28,51.44,221795.09,1253
05,867,867.서빙고역 광장(1번출구),정기,F,40대,25,3076.88,30.97,133447.32,721
05,867,867.서빙고역 광장(1번출구),정기,F,50대,3,331.3,3.58,15409.73,180
05,867,867.서빙고역 광장(1번출구),정기,F,60대,6,514.9,5.02,21594.91,167
05,867,867.서빙고역 광장(1번출구),정기,F,기타,11,668.74,6.82,29410.58,282
05,867,867.서빙고역 광장(1번출구),정기,M,10대,2,327.67,2.95,12730,66
05,867,867.서빙고역 광장(1번출구),정기,M,20대,26,2054.7,17.79,76681.19,784
05,867,867.서빙고역 광장(1번출구),정기,M,30대,33,2171.25,16.88,72815.62,838
05,867,867.서빙고역 광장(1번출구),정기,M,40대,41,5456.71,42.51,183266.08,1337
05,867,867.서빙고역 광장(1번출구),정기,M,50대,29,2085.84,17.02,73503.84,428
05,867,867.서빙고역 광장(1번출구),정기,M,60대,11,1051.09,9.06,39051.27,325
05,867,867.서빙고역 광장(1번출구),정기,M,기타,7,524.43,3.79,16367.07,102
05,869,869.노들섬 동측 앞,단체,\N,40대,5,828.13,5.14,22160.74,169
05,869,869.노들섬 동측 앞,단체,F,30대,1,28.58,0.26,1110.18,30
05,869,869.노들섬 동측 앞,단체,F,40대,2,119.75,1.17,5040,81
05,869,869.노들섬 동측 앞,단체,M,10대,1,214.89,2.21,9520,55
05,869,869.노들섬 동측 앞,단체,M,20대,1,77.09,0.87,3743.73,46
05,869,869.노들섬 동측 앞,단체,M,30대,3,343.33,3.02,12994.65,125
05,869,869.노들섬 동측 앞,단체,M,50대,2,116.98,0.98,4220,64
05,869,869.노들섬 동측 앞,일일(비회원),\N,20대,2,221.85,2,8618.73,115
05,869,869.노들섬 동측 앞,일일(비회원),\N,30대,1,187.13,1.69,7270,102
05,869,869.노들섬 동측 앞,일일(비회원),\N,기타,47,4662.79,42.02,181148.84,2039
05,869,869.노들섬 동측 앞,일일(비회원),F,기타,2,161.52,1.46,6275.08,86
05,869,869.노들섬 동측 앞,일일(비회원),M,기타,1,154.7,1.39,6010,65
05,869,869.노들섬 동측 앞,일일(회원),\N,10대,2,464.2,4.63,19966.02,129
05,869,869.노들섬 동측 앞,일일(회원),\N,20대,66,6061.81,56.15,241922.74,2545
05,869,869.노들섬 동측 앞,일일(회원),\N,30대,14,1660.47,13.88,59775.22,454
05,869,869.노들섬 동측 앞,일일(회원),\N,40대,5,1126.93,10.44,45035.6,469
05,869,869.노들섬 동측 앞,일일(회원),\N,50대,1,58.61,0.69,2960,56
05,869,869.노들섬 동측 앞,일일(회원),\N,기타,4,547.16,4.97,21417.64,148
05,869,869.노들섬 동측 앞,일일(회원),,20대,11,504.86,5.41,23372.42,363
05,869,869.노들섬 동측 앞,일일(회원),,30대,2,341.15,2.86,12320,62
05,869,869.노들섬 동측 앞,일일(회원),,40대,1,147.23,1.33,5720,103
05,869,869.노들섬 동측 앞,일일(회원),F,10대,10,1378.78,12.95,55857.33,617
05,869,869.노들섬 동측 앞,일일(회원),F,20대,80,7368.51,76.37,329151.65,3300
05,869,869.노들섬 동측 앞,일일(회원),F,30대,17,2382.94,24.38,105111.13,920
05,869,869.노들섬 동측 앞,일일(회원),F,40대,7,1092.23,9.97,42921.16,380
05,869,869.노들섬 동측 앞,일일(회원),F,50대,4,419.05,4.83,20791.89,204
05,869,869.노들섬 동측 앞,일일(회원),F,기타,10,1343.41,13.94,60064.97,643
05,869,869.노들섬 동측 앞,일일(회원),M,10대,13,1229.93,10.97,47294.02,552
05,869,869.노들섬 동측 앞,일일(회원),M,20대,59,5979.68,51.46,221912.59,2128
05,869,869.노들섬 동측 앞,일일(회원),M,30대,21,3383.41,27.59,118916.81,1005
05,869,869.노들섬 동측 앞,일일(회원),M,40대,9,1612.62,12.42,53501.85,524
05,869,869.노들섬 동측 앞,일일(회원),M,50대,3,637.51,4.46,19175.35,157
05,869,869.노들섬 동측 앞,일일(회원),M,60대,1,73.63,0.53,2295.48,21
05,869,869.노들섬 동측 앞,일일(회원),M,기타,11,1546.92,13.19,56804.28,399
05,869,869.노들섬 동측 앞,정기,\N,10대,1,109.01,0.86,3720,13
05,869,869.노들섬 동측 앞,정기,\N,20대,33,5406.83,49.08,211573.28,1475
05,869,869.노들섬 동측 앞,정기,\N,30대,28,1513.87,13.13,56700.69,484
05,869,869.노들섬 동측 앞,정기,\N,40대,14,2961.38,25.87,111523.08,683
05,869,869.노들섬 동측 앞,정기,\N,50대,3,499.7,4.3,18497.47,85
05,869,869.노들섬 동측 앞,정기,\N,기타,4,398.77,4.01,17274.09,94
05,869,869.노들섬 동측 앞,정기,,20대,7,734.76,6.81,29371.37,221
05,869,869.노들섬 동측 앞,정기,F,10대,1,179.52,2.19,9444.46,72
05,869,869.노들섬 동측 앞,정기,F,20대,36,3860.64,35,151065.15,1166
05,869,869.노들섬 동측 앞,정기,F,30대,14,1787.42,17.4,74946.23,459
05,869,869.노들섬 동측 앞,정기,F,40대,6,967.53,8.59,37063.85,375
05,869,869.노들섬 동측 앞,정기,F,50대,7,916.98,9.02,38935.18,247
05,869,869.노들섬 동측 앞,정기,F,60대,1,44.87,0.4,1743.29,15
05,869,869.노들섬 동측 앞,정기,F,기타,6,620,6.58,28366.54,234
05,869,869.노들섬 동측 앞,정기,M,10대,4,379.16,2.74,11817.46,148
05,869,869.노들섬 동측 앞,정기,M,20대,38,4522.85,40.25,173481.58,1176
05,869,869.노들섬 동측 앞,정기,M,30대,17,1696.35,13.05,56222.84,424
05,869,869.노들섬 동측 앞,정기,M,40대,21,3071.38,22.88,98457.09,803
05,869,869.노들섬 동측 앞,정기,M,50대,14,2398.93,19.81,85362.08,445
05,869,869.노들섬 동측 앞,정기,M,60대,6,315.71,2.67,11453.66,67
05,869,869.노들섬 동측 앞,정기,M,기타,9,1295.39,11.46,49499.47,339
05,870,870.노들섬 서측 앞,단체,\N,10대,5,330,3.42,14768,137
05,870,870.노들섬 서측 앞,단체,\N,20대,27,3129.25,28.09,121122.32,1024
05,870,870.노들섬 서측 앞,단체,\N,30대,4,281.95,3.08,13310.38,181
05,870,870.노들섬 서측 앞,단체,\N,40대,14,1157.62,9.24,39836.39,381
05,870,870.노들섬 서측 앞,단체,,20대,2,69.61,0.68,2930,31
05,870,870.노들섬 서측 앞,단체,,30대,2,211.86,2.49,10700,91
05,870,870.노들섬 서측 앞,단체,F,10대,6,1235.28,12.6,54329.71,624
05,870,870.노들섬 서측 앞,단체,F,20대,43,3337.59,32.1,138337.28,1486
05,870,870.노들섬 서측 앞,단체,F,30대,13,548.38,5.64,24244.66,281
05,870,870.노들섬 서측 앞,단체,F,40대,33,2776.18,26.83,115543.98,1681
05,870,870.노들섬 서측 앞,단체,F,50대,2,147.62,1.52,6540,126
05,870,870.노들섬 서측 앞,단체,F,기타,8,803.96,7.89,34049.09,253
05,870,870.노들섬 서측 앞,단체,M,10대,14,864.24,10.28,44337,409
05,870,870.노들섬 서측 앞,단체,M,20대,19,1550.04,13.6,58641.53,595
05,870,870.노들섬 서측 앞,단체,M,30대,5,357.52,2.93,12643.13,86
05,870,870.노들섬 서측 앞,단체,M,40대,12,1488.83,12,51737.7,542
05,870,870.노들섬 서측 앞,단체,M,50대,3,41.63,0.35,1501.75,62
05,870,870.노들섬 서측 앞,단체,M,기타,14,1264.93,9.53,41114.84,530
05,870,870.노들섬 서측 앞,일일(비회원),\N,기타,463,46377.06,418.08,1801751.29,20082
05,870,870.노들섬 서측 앞,일일(비회원),F,기타,3,305.25,2.75,11858.68,97
05,870,870.노들섬 서측 앞,일일(비회원),M,기타,3,248.55,2.24,9656.29,171
05,870,870.노들섬 서측 앞,일일(회원),\N,10대,26,1901.89,20.23,87231.74,882
05,870,870.노들섬 서측 앞,일일(회원),\N,20대,631,58946.65,564.6,2433549.12,22490
05,870,870.노들섬 서측 앞,일일(회원),\N,30대,178,19789.34,172.52,743671.88,6651
05,870,870.노들섬 서측 앞,일일(회원),\N,40대,38,4915.96,41.58,179221.87,1565
05,870,870.노들섬 서측 앞,일일(회원),\N,50대,17,3344.2,27.75,119565.96,830
05,870,870.노들섬 서측 앞,일일(회원),\N,60대,11,1652.14,16.66,71853.41,755
05,870,870.노들섬 서측 앞,일일(회원),\N,기타,43,5114.07,49.47,213153.72,1709
05,870,870.노들섬 서측 앞,일일(회원),,10대,2,349.42,3.32,14288.47,100
05,870,870.노들섬 서측 앞,일일(회원),,20대,50,4268.77,44.63,192564.84,1771
05,870,870.노들섬 서측 앞,일일(회원),,30대,20,2297.05,22.61,97435.38,736
05,870,870.노들섬 서측 앞,일일(회원),,40대,1,73.81,0.54,2330,37
05,870,870.노들섬 서측 앞,일일(회원),,50대,1,547.09,4.78,20620,95
05,870,870.노들섬 서측 앞,일일(회원),,60대,3,136.99,1.6,6918.71,91
05,870,870.노들섬 서측 앞,일일(회원),F,10대,63,5058.3,49.23,212171.28,2291
05,870,870.노들섬 서측 앞,일일(회원),F,20대,662,54659.07,540.05,2327793.14,23669
05,870,870.노들섬 서측 앞,일일(회원),F,30대,169,18146.09,183.41,790541.29,6719
05,870,870.노들섬 서측 앞,일일(회원),F,40대,73,7350.65,74.39,320620.96,3727
05,870,870.노들섬 서측 앞,일일(회원),F,50대,21,2362.83,23.33,100621.09,1187
05,870,870.노들섬 서측 앞,일일(회원),F,60대,2,276.2,2.54,10957.34,115
05,870,870.노들섬 서측 앞,일일(회원),F,기타,98,9984.74,95,409494.7,4061
05,870,870.노들섬 서측 앞,일일(회원),M,10대,112,10787.43,95.44,411524.26,4302
05,870,870.노들섬 서측 앞,일일(회원),M,20대,499,56192.34,466.29,2009672.92,17864
05,870,870.노들섬 서측 앞,일일(회원),M,30대,180,23239.25,189.51,816819.66,6636
05,870,870.노들섬 서측 앞,일일(회원),M,40대,58,8736.69,67.93,292815.57,2326
05,870,870.노들섬 서측 앞,일일(회원),M,50대,17,1886.71,15.08,64997.84,793
05,870,870.노들섬 서측 앞,일일(회원),M,60대,9,1145.47,10.41,44870.46,380
05,870,870.노들섬 서측 앞,일일(회원),M,기타,93,8272.04,70.59,304368.21,3094
05,870,870.노들섬 서측 앞,정기,\N,10대,9,1238.39,10.38,44763.02,329
05,870,870.노들섬 서측 앞,정기,\N,20대,311,32230.95,303.8,1309607.96,9457
05,870,870.노들섬 서측 앞,정기,\N,30대,178,17744.85,156.15,673085.8,4943
05,870,870.노들섬 서측 앞,정기,\N,40대,77,12051.73,98.39,424197.98,3245
05,870,870.노들섬 서측 앞,정기,\N,50대,29,2732.02,26.7,114937.02,1262
05,870,870.노들섬 서측 앞,정기,\N,60대,30,6023.09,50.09,215928.27,1371
05,870,870.노들섬 서측 앞,정기,\N,70대이상,2,180.33,1.76,7589.5,87
05,870,870.노들섬 서측 앞,정기,\N,기타,29,1862.78,19.76,85165.48,1415
05,870,870.노들섬 서측 앞,정기,,10대,1,\N,\N,0,33
05,870,870.노들섬 서측 앞,정기,,20대,46,4127.26,39.79,171367.43,1448
05,870,870.노들섬 서측 앞,정기,,30대,20,1646.23,14.53,62756.81,554
05,870,870.노들섬 서측 앞,정기,,40대,2,303.97,2.49,10720,184
05,870,870.노들섬 서측 앞,정기,,50대,10,1189.35,10.23,44130.52,413
05,870,870.노들섬 서측 앞,정기,,60대,7,633.1,5.9,25417.89,312
05,870,870.노들섬 서측 앞,정기,F,10대,20,2056.96,20.18,86940.58,1067
05,870,870.노들섬 서측 앞,정기,F,20대,254,25693.35,251.31,1083526,8163
05,870,870.노들섬 서측 앞,정기,F,30대,224,26940.51,267.53,1153168.83,7750
05,870,870.노들섬 서측 앞,정기,F,40대,97,12819.94,125.95,542860.34,5157
05,870,870.노들섬 서측 앞,정기,F,50대,66,10203.23,99.92,430822.32,2880
05,870,870.노들섬 서측 앞,정기,F,60대,7,398.8,3.88,16728.19,146
05,870,870.노들섬 서측 앞,정기,F,기타,70,7859.95,73.9,318718.67,2518
05,870,870.노들섬 서측 앞,정기,M,10대,28,2508.76,21.97,94735.8,817
05,870,870.노들섬 서측 앞,정기,M,20대,179,19167.4,159.92,689645.4,4544
05,870,870.노들섬 서측 앞,정기,M,30대,184,22857.08,183.92,792387.55,5971
05,870,870.노들섬 서측 앞,정기,M,40대,101,14200.47,111.88,482647.4,4000
05,870,870.노들섬 서측 앞,정기,M,50대,75,11278.63,89.2,384608.26,2917
05,870,870.노들섬 서측 앞,정기,M,60대,25,2653.26,21.88,94447.87,923
05,870,870.노들섬 서측 앞,정기,M,70대이상,7,652.33,6.6,28481.33,248
05,870,870.노들섬 서측 앞,정기,M,기타,65,7470.75,61.53,265319.81,2020
05,4602,4602. 숙명여대앞 버스정류소 주변,단체,\N,10대,2,148.53,1.26,5435.87,92
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(비회원),\N,기타,5,265.66,2.4,10320.82,166
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(회원),\N,20대,8,582.28,5.24,22551.61,175
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(회원),\N,기타,1,27.09,0.26,1140,42
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(회원),F,20대,13,802.09,7.79,33537.82,441
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(회원),F,30대,1,350.34,3.02,13010.2,147
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(회원),F,40대,1,43.24,0.42,1820,17
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(회원),F,50대,1,28,0.33,1413.9,9
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(회원),F,기타,1,25.35,0.23,970,5
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(회원),M,10대,4,186.04,1.67,7194.24,46
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(회원),M,20대,1,64.35,0.58,2500,23
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(회원),M,30대,2,108.7,0.8,3469.03,32
05,4602,4602. 숙명여대앞 버스정류소 주변,일일(회원),M,40대,1,9.62,0.07,319.69,22
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,\N,10대,4,90.78,0.82,3526.56,128
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,\N,20대,57,1501.36,14.6,62935.81,406
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,\N,30대,12,612.54,5.44,23397.16,135
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,\N,50대,1,18.87,0.17,733.08,5
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,\N,60대,1,19.88,0.17,717.25,3
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,\N,기타,4,150.83,1.56,6702.66,55
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,,30대,2,41.17,0.37,1599.41,13
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,,50대,1,90.1,0.73,3160,15
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,F,10대,5,92.54,0.94,4064.35,26
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,F,20대,40,1744,17.03,73485.28,560
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,F,30대,4,443.06,4.05,17500.24,114
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,F,40대,7,568.34,5.51,23735.52,247
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,F,기타,1,17.12,0.17,720.74,5
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,M,10대,2,58.23,0.46,1979.92,74
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,M,20대,9,589.48,4.08,17537.73,154
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,M,30대,15,589.05,4.37,18819.4,152
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,M,40대,6,188.55,1.52,6503.86,79
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,M,50대,15,1244.59,9.68,41701.69,305
05,4602,4602. 숙명여대앞 버스정류소 주변,정기,M,기타,3,294.11,2,8654.33,131
05,4603,4603. 한강GS에클라트 건너편 교통섬,단체,F,20대,2,293.43,2.87,12350,128
05,4603,4603. 한강GS에클라트 건너편 교통섬,단체,F,기타,1,201.29,1.81,7820,52
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(비회원),\N,기타,20,2106.85,19.01,81851.86,741
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(비회원),F,기타,1,374.34,3.37,14543.18,125
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),\N,10대,2,208.67,1.88,8107.03,112
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),\N,20대,23,3308.52,29.34,126518.99,836
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),\N,30대,15,1057.98,8.66,37315.25,347
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),\N,40대,6,923.11,8.78,37877.65,186
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),\N,기타,4,303.74,2.59,11172.98,153
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),,20대,5,227.48,3.29,14174.46,101
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),,30대,2,195.63,1.77,7617.08,77
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),F,10대,5,538.99,5.66,24362.34,163
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),F,20대,29,2190.77,21.05,90677.21,855
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),F,30대,12,1258.72,12.62,54435.87,492
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),F,40대,3,611.47,6.21,26750.97,165
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),F,50대,1,8.42,0.07,287.22,3
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),F,기타,6,609.99,5.58,24041.7,180
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),M,10대,7,415.17,3.64,15706.89,183
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),M,20대,21,1938.65,16.11,69327.94,550
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),M,30대,24,2620.04,21.26,91706.23,782
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),M,40대,6,776.91,6.04,26032.77,246
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),M,50대,1,135.99,1.17,5050,37
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),M,60대,1,7.29,0.07,287.68,2
05,4603,4603. 한강GS에클라트 건너편 교통섬,일일(회원),M,기타,12,2243.18,18.8,80995.14,406
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,\N,20대,101,11447.23,86.43,372830.2,2345
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,\N,30대,73,6886.84,59.84,257860.52,1488
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,\N,40대,48,3925.2,30.8,132637.33,920
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,\N,50대,63,5071,43.95,189614.57,1306
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,\N,60대,2,137.78,1.13,4860,117
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,\N,70대이상,1,14.47,0.13,580,3
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,\N,기타,5,116.44,1,4310.22,35
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,,20대,4,247.12,1.93,8336.22,51
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,,30대,2,85.54,0.68,2959.06,19
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,,40대,1,175.29,1.58,6810,41
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,,50대,5,1670.68,13.38,57648.88,396
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,F,10대,11,701.62,6.66,28698.86,261
05,4603,4603. 한강GS에클라트 건너편 교통섬,정기,F,20대,55,4219.17,40.87,176045.21,1109
