대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
01,800,800. 목월공원 앞,단체,M,40대,2,176.71,1.38,5949.6,120
01,800,800. 목월공원 앞,일일(비회원),\N,기타,2,120.28,1.08,4672.74,58
01,800,800. 목월공원 앞,일일(회원),\N,10대,6,535,4.34,18764.02,570
01,800,800. 목월공원 앞,일일(회원),\N,20대,14,1097.91,9.42,40631.75,379
01,800,800. 목월공원 앞,일일(회원),\N,30대,5,178.77,1.51,6497.15,140
01,800,800. 목월공원 앞,일일(회원),\N,40대,1,0,0,0,17
01,800,800. 목월공원 앞,일일(회원),\N,기타,2,44.29,0.4,1720.82,119
01,800,800. 목월공원 앞,일일(회원),F,10대,1,0,0,0,96
01,800,800. 목월공원 앞,일일(회원),F,30대,5,609.95,5.96,25690.59,247
01,800,800. 목월공원 앞,일일(회원),F,40대,1,241.75,2.72,11740,96
01,800,800. 목월공원 앞,일일(회원),M,20대,5,118.95,0.83,3624.63,47
01,800,800. 목월공원 앞,일일(회원),M,30대,6,466.63,3.93,16909.32,216
01,800,800. 목월공원 앞,일일(회원),M,40대,2,541.31,4.88,21030,234
01,800,800. 목월공원 앞,일일(회원),M,기타,1,36.34,0.34,1480,8
01,800,800. 목월공원 앞,정기,\N,10대,3,279.71,2.28,9810.13,325
01,800,800. 목월공원 앞,정기,\N,20대,51,2756.15,19.33,83391.93,977
01,800,800. 목월공원 앞,정기,\N,30대,44,4004.69,36.84,158755.03,1496
01,800,800. 목월공원 앞,정기,\N,40대,12,1316.55,9.8,42235.54,315
01,800,800. 목월공원 앞,정기,\N,50대,12,500.25,4.63,19949.02,417
01,800,800. 목월공원 앞,정기,\N,기타,1,462.81,4.17,17980,89
01,800,800. 목월공원 앞,정기,,30대,1,0,0,0,101
01,800,800. 목월공원 앞,정기,,40대,1,8.75,0.08,340,3
01,800,800. 목월공원 앞,정기,F,20대,27,975.35,10.57,45599.97,466
01,800,800. 목월공원 앞,정기,F,30대,19,661.75,7.08,30533.09,259
01,800,800. 목월공원 앞,정기,F,40대,7,70.24,0.64,2774.63,267
01,800,800. 목월공원 앞,정기,F,50대,30,1175.12,11.14,48029.05,443
01,800,800. 목월공원 앞,정기,F,60대,2,10.57,0.13,556.07,10
01,800,800. 목월공원 앞,정기,F,기타,13,52.85,0.49,2052.72,23
01,800,800. 목월공원 앞,정기,M,10대,2,14.47,0.15,630,15
01,800,800. 목월공원 앞,정기,M,20대,15,1196.86,10.05,43287.17,600
01,800,800. 목월공원 앞,정기,M,30대,88,4872.2,41.06,176912.12,2197
01,800,800. 목월공원 앞,정기,M,40대,14,572.6,4.7,20243.89,597
01,800,800. 목월공원 앞,정기,M,50대,3,424.6,3.32,14296.35,101
01,800,800. 목월공원 앞,정기,M,60대,10,1217.15,10.82,46629.73,462
01,800,800. 목월공원 앞,정기,M,기타,4,485.4,3.63,15653.18,86
01,802,802. 한강진역 2번 출구 앞,일일(비회원),\N,기타,5,805.87,7.27,31307.92,242
01,802,802. 한강진역 2번 출구 앞,일일(회원),\N,20대,11,448.16,4.3,18597.06,384
01,802,802. 한강진역 2번 출구 앞,일일(회원),\N,30대,3,95.3,0.83,3595.42,36
01,802,802. 한강진역 2번 출구 앞,일일(회원),\N,기타,1,11.58,0.1,450,2
01,802,802. 한강진역 2번 출구 앞,일일(회원),,20대,3,245.09,2.24,9640.78,57
01,802,802. 한강진역 2번 출구 앞,일일(회원),,30대,1,15.21,0.11,492.34,4
01,802,802. 한강진역 2번 출구 앞,일일(회원),F,20대,3,211.42,1.98,8539.12,80
01,802,802. 한강진역 2번 출구 앞,일일(회원),F,기타,2,138.09,1.24,5364.73,55
01,802,802. 한강진역 2번 출구 앞,일일(회원),M,20대,3,282.69,2.81,12103.85,89
01,802,802. 한강진역 2번 출구 앞,일일(회원),M,30대,5,133.35,0.98,4213.88,90
01,802,802. 한강진역 2번 출구 앞,일일(회원),M,기타,1,114.76,1.07,4600,110
01,802,802. 한강진역 2번 출구 앞,정기,\N,10대,1,108,1.13,4870,31
01,802,802. 한강진역 2번 출구 앞,정기,\N,20대,37,494.49,4.56,19526.58,523
01,802,802. 한강진역 2번 출구 앞,정기,\N,30대,15,376.4,3.21,13791.27,77
01,802,802. 한강진역 2번 출구 앞,정기,\N,40대,6,198.73,1.64,7026.52,73
01,802,802. 한강진역 2번 출구 앞,정기,\N,50대,16,386.63,3.92,16821.83,125
01,802,802. 한강진역 2번 출구 앞,정기,\N,60대,1,18.53,0.17,720,4
01,802,802. 한강진역 2번 출구 앞,정기,\N,70대이상,5,133.96,1.2,5204.26,90
01,802,802. 한강진역 2번 출구 앞,정기,\N,기타,1,18.28,0.16,710,2
01,802,802. 한강진역 2번 출구 앞,정기,,20대,2,115.94,1.03,4435.68,23
01,802,802. 한강진역 2번 출구 앞,정기,,30대,1,15.82,0.17,713.28,5
01,802,802. 한강진역 2번 출구 앞,정기,,40대,1,12.92,0.12,509.92,2
01,802,802. 한강진역 2번 출구 앞,정기,,50대,1,23.42,0.21,910,14
01,802,802. 한강진역 2번 출구 앞,정기,F,20대,19,203.45,2.24,9679.25,117
01,802,802. 한강진역 2번 출구 앞,정기,F,30대,10,96.43,1,4289.52,65
01,802,802. 한강진역 2번 출구 앞,정기,F,40대,2,139.3,1.54,6637.32,84
01,802,802. 한강진역 2번 출구 앞,정기,F,50대,5,640.94,6.25,26920.62,213
01,802,802. 한강진역 2번 출구 앞,정기,F,기타,1,58.03,0.68,2930.68,26
01,802,802. 한강진역 2번 출구 앞,정기,M,20대,23,1604.58,12.61,54333.31,358
01,802,802. 한강진역 2번 출구 앞,정기,M,30대,37,462.09,3.55,15185.67,153
01,802,802. 한강진역 2번 출구 앞,정기,M,40대,43,1121.6,8.75,37754,240
01,802,802. 한강진역 2번 출구 앞,정기,M,50대,34,640.41,5.25,22446.36,128
01,802,802. 한강진역 2번 출구 앞,정기,M,60대,2,85.38,0.77,3340,11
01,802,802. 한강진역 2번 출구 앞,정기,M,70대이상,2,126.64,1.03,4441.56,37
01,802,802. 한강진역 2번 출구 앞,정기,M,기타,14,184.49,1.54,6729.12,46
01,803,803. 한남초교 앞 보도육교,단체,M,10대,2,204.86,1.2,5173.13,114
01,803,803. 한남초교 앞 보도육교,일일(비회원),\N,기타,3,268.88,2.42,10446.03,137
01,803,803. 한남초교 앞 보도육교,일일(회원),\N,20대,1,0,0,0,51
01,803,803. 한남초교 앞 보도육교,일일(회원),\N,30대,2,266.65,2.41,10373.91,54
01,803,803. 한남초교 앞 보도육교,일일(회원),F,20대,3,165.85,1.51,6524.9,77
01,803,803. 한남초교 앞 보도육교,일일(회원),F,30대,1,0,0,0,48
01,803,803. 한남초교 앞 보도육교,일일(회원),M,20대,5,240.29,2.09,9018.63,68
01,803,803. 한남초교 앞 보도육교,정기,\N,20대,6,389.21,3.65,15730.68,109
01,803,803. 한남초교 앞 보도육교,정기,\N,30대,2,0,0,0,66
01,803,803. 한남초교 앞 보도육교,정기,F,20대,1,0,0,0,20
01,803,803. 한남초교 앞 보도육교,정기,F,30대,2,304.76,2.75,11840,150
01,803,803. 한남초교 앞 보도육교,정기,F,50대,4,420.64,4.11,17703.71,144
01,803,803. 한남초교 앞 보도육교,정기,F,기타,24,1524.29,11.18,48168.19,229
01,803,803. 한남초교 앞 보도육교,정기,M,20대,17,4050.11,28.19,121594.42,697
01,803,803. 한남초교 앞 보도육교,정기,M,30대,1,31.19,0.23,984.68,4
01,803,803. 한남초교 앞 보도육교,정기,M,40대,4,215.64,1.64,7061.8,96
01,803,803. 한남초교 앞 보도육교,정기,M,60대,1,97.81,0.88,3800,23
01,803,803. 한남초교 앞 보도육교,정기,M,70대이상,1,72.14,0.59,2530.15,22
01,803,803. 한남초교 앞 보도육교,정기,M,기타,1,105.71,0.65,2810,15
01,805,805. 문배어린이공원 앞,단체,\N,30대,3,457.72,4.18,18060,141
01,805,805. 문배어린이공원 앞,일일(회원),\N,20대,10,237.18,2.27,9736.05,151
01,805,805. 문배어린이공원 앞,일일(회원),\N,30대,6,243.09,2.3,9930,113
01,805,805. 문배어린이공원 앞,일일(회원),\N,40대,1,333.59,2.71,11700,127
01,805,805. 문배어린이공원 앞,일일(회원),\N,50대,5,82.26,0.76,3284.6,40
01,805,805. 문배어린이공원 앞,일일(회원),,30대,2,14.93,0.13,580,13
01,805,805. 문배어린이공원 앞,일일(회원),F,20대,3,80.86,0.73,3141.66,76
01,805,805. 문배어린이공원 앞,일일(회원),F,30대,4,205.79,2,8610.54,83
01,805,805. 문배어린이공원 앞,일일(회원),F,50대,1,0,0,0,191
01,805,805. 문배어린이공원 앞,일일(회원),F,기타,5,126.84,1.19,5114.19,38
01,805,805. 문배어린이공원 앞,일일(회원),M,10대,1,14.37,0.15,660,107
01,805,805. 문배어린이공원 앞,일일(회원),M,20대,5,76.64,0.72,3076.16,41
01,805,805. 문배어린이공원 앞,일일(회원),M,30대,9,738.01,5.97,25674.11,245
01,805,805. 문배어린이공원 앞,일일(회원),M,40대,2,30.61,0.26,1104.32,50
01,805,805. 문배어린이공원 앞,일일(회원),M,50대,2,31.66,0.29,1230,19
01,805,805. 문배어린이공원 앞,일일(회원),M,60대,1,48.11,0.52,2249.92,14
01,805,805. 문배어린이공원 앞,일일(회원),M,기타,4,552.89,4.98,21480,145
01,805,805. 문배어린이공원 앞,정기,\N,10대,1,13.72,0.18,770,6
01,805,805. 문배어린이공원 앞,정기,\N,20대,21,781.87,6.36,27366.28,489
01,805,805. 문배어린이공원 앞,정기,\N,30대,30,672.29,6.57,28332.59,355
01,805,805. 문배어린이공원 앞,정기,\N,40대,17,768.1,5.89,25363.29,264
01,805,805. 문배어린이공원 앞,정기,\N,50대,8,345.81,3.31,14293.38,169
01,805,805. 문배어린이공원 앞,정기,\N,60대,17,647.26,5.42,23350.03,1565
01,805,805. 문배어린이공원 앞,정기,\N,기타,1,10.28,0.14,590,4
01,805,805. 문배어린이공원 앞,정기,,20대,12,336.75,2.99,12891.96,252
01,805,805. 문배어린이공원 앞,정기,,30대,2,51.39,0.46,1983.7,23
01,805,805. 문배어린이공원 앞,정기,F,20대,10,648.07,6.25,26970,216
01,805,805. 문배어린이공원 앞,정기,F,30대,22,975.61,10.34,44568.56,611
01,805,805. 문배어린이공원 앞,정기,F,40대,24,715.43,7.99,34411.22,469
01,805,805. 문배어린이공원 앞,정기,F,50대,6,126.11,1.29,5565.01,98
01,805,805. 문배어린이공원 앞,정기,F,기타,22,443.38,4.1,17673.17,289
01,805,805. 문배어린이공원 앞,정기,M,10대,4,636.98,5.09,21958.82,133
01,805,805. 문배어린이공원 앞,정기,M,20대,58,2718.19,19.65,84669,1828
01,805,805. 문배어린이공원 앞,정기,M,30대,34,961.33,7.59,32648.97,500
01,805,805. 문배어린이공원 앞,정기,M,40대,25,1299.87,10.02,43161.95,356
01,805,805. 문배어린이공원 앞,정기,M,50대,37,1247.92,10.2,43961.99,518
01,805,805. 문배어린이공원 앞,정기,M,60대,1,47.46,0.43,1843.89,10
01,805,805. 문배어린이공원 앞,정기,M,기타,3,63.66,0.46,1980,38
01,806,806. 전자랜드 본관 앞,일일(비회원),\N,기타,3,172.81,1.56,6713.37,54
01,806,806. 전자랜드 본관 앞,일일(회원),\N,20대,10,430.82,3.59,15438.84,257
01,806,806. 전자랜드 본관 앞,일일(회원),\N,30대,3,227.52,1.8,7773.71,60
01,806,806. 전자랜드 본관 앞,일일(회원),\N,40대,1,0,0,0,44
01,806,806. 전자랜드 본관 앞,일일(회원),\N,50대,1,287.97,2.11,9090,82
01,806,806. 전자랜드 본관 앞,일일(회원),\N,기타,1,10.46,0.09,406.45,4
01,806,806. 전자랜드 본관 앞,일일(회원),F,20대,1,38.24,0.34,1485.47,15
01,806,806. 전자랜드 본관 앞,일일(회원),F,기타,5,633.21,5.73,24722.01,142
01,806,806. 전자랜드 본관 앞,일일(회원),M,10대,1,134.11,1.21,5210,62
01,806,806. 전자랜드 본관 앞,일일(회원),M,20대,26,391.92,2.61,11211.37,141
01,806,806. 전자랜드 본관 앞,일일(회원),M,30대,8,258.65,1.87,8072.34,84
01,806,806. 전자랜드 본관 앞,일일(회원),M,40대,2,60.29,0.47,2030,16
01,806,806. 전자랜드 본관 앞,일일(회원),M,50대,1,62.7,0.54,2328.34,13
01,806,806. 전자랜드 본관 앞,일일(회원),M,60대,1,110.86,0.87,3732.75,25
01,806,806. 전자랜드 본관 앞,일일(회원),M,기타,5,1008.38,7.33,31559.67,195
01,806,806. 전자랜드 본관 앞,정기,\N,20대,13,891.73,8.68,37479.75,338
01,806,806. 전자랜드 본관 앞,정기,\N,30대,58,2262.06,19.08,82277,802
01,806,806. 전자랜드 본관 앞,정기,\N,40대,10,349.68,3.17,13608.98,119
01,806,806. 전자랜드 본관 앞,정기,\N,50대,7,285.48,2.28,9819.49,73
01,806,806. 전자랜드 본관 앞,정기,\N,60대,6,168.89,1.45,6271.28,134
01,806,806. 전자랜드 본관 앞,정기,\N,기타,1,315.27,2.84,12248.27,79
01,806,806. 전자랜드 본관 앞,정기,,20대,1,22.55,0.17,730,6
01,806,806. 전자랜드 본관 앞,정기,,50대,1,0,0,0,6
01,806,806. 전자랜드 본관 앞,정기,F,20대,4,224.09,2.81,12107.56,80
01,806,806. 전자랜드 본관 앞,정기,F,30대,18,483.3,4.4,19032.96,201
01,806,806. 전자랜드 본관 앞,정기,F,40대,8,170.35,1.61,6976.37,324
01,806,806. 전자랜드 본관 앞,정기,F,50대,6,409.27,4.08,17603.25,162
01,806,806. 전자랜드 본관 앞,정기,F,60대,1,19.02,0.15,667.17,5
01,806,806. 전자랜드 본관 앞,정기,F,70대이상,1,25.23,0.23,980,5
01,806,806. 전자랜드 본관 앞,정기,M,10대,1,0,0,0,49
01,806,806. 전자랜드 본관 앞,정기,M,20대,50,1384.41,11.26,48527.17,601
01,806,806. 전자랜드 본관 앞,정기,M,30대,87,2529.83,19.58,84463.97,990
01,806,806. 전자랜드 본관 앞,정기,M,40대,15,782.49,5.67,24360.27,186
01,806,806. 전자랜드 본관 앞,정기,M,50대,10,432.27,2.84,12217.72,189
01,806,806. 전자랜드 본관 앞,정기,M,60대,23,3729.73,32.62,140511.1,1161
01,806,806. 전자랜드 본관 앞,정기,M,기타,8,268.62,1.74,7519.18,596
01,807,807. 서울역 12번 출구 앞,일일(비회원),\N,기타,5,221.12,1.99,8590.85,129
01,807,807. 서울역 12번 출구 앞,일일(회원),\N,20대,8,1206.46,10.77,46477.75,315
01,807,807. 서울역 12번 출구 앞,일일(회원),\N,30대,1,41.18,0.37,1600,24
01,807,807. 서울역 12번 출구 앞,일일(회원),\N,40대,1,41.07,0.28,1220,8
01,807,807. 서울역 12번 출구 앞,일일(회원),\N,60대,3,125.92,1.23,5300,41
01,807,807. 서울역 12번 출구 앞,일일(회원),F,10대,1,39.2,0.46,1980,32
01,807,807. 서울역 12번 출구 앞,일일(회원),F,20대,7,635.6,6.05,26102.71,278
01,807,807. 서울역 12번 출구 앞,일일(회원),F,30대,3,234.62,2.16,9327.54,72
01,807,807. 서울역 12번 출구 앞,일일(회원),F,40대,1,44.38,0.47,2037.48,11
01,807,807. 서울역 12번 출구 앞,일일(회원),M,10대,2,257.06,2.32,9986.67,91
01,807,807. 서울역 12번 출구 앞,일일(회원),M,20대,8,1037.1,7.82,33707.86,331
01,807,807. 서울역 12번 출구 앞,일일(회원),M,30대,4,125.34,0.88,3786.98,105
01,807,807. 서울역 12번 출구 앞,일일(회원),M,40대,2,189.36,1.34,5770.8,54
01,807,807. 서울역 12번 출구 앞,일일(회원),M,50대,2,176.38,1.22,5240,49
01,807,807. 서울역 12번 출구 앞,일일(회원),M,기타,4,572.7,5.33,22968.21,209
01,807,807. 서울역 12번 출구 앞,정기,\N,10대,1,0,0,0,39
01,807,807. 서울역 12번 출구 앞,정기,\N,20대,50,1856.58,15.51,66802.11,711
01,807,807. 서울역 12번 출구 앞,정기,\N,30대,30,2009.16,15.88,68404.62,497
01,807,807. 서울역 12번 출구 앞,정기,\N,40대,7,342.13,2.77,11962.29,147
01,807,807. 서울역 12번 출구 앞,정기,\N,50대,15,445.56,3.81,16480.36,202
01,807,807. 서울역 12번 출구 앞,정기,\N,60대,1,74.86,0.46,1990,19
01,807,807. 서울역 12번 출구 앞,정기,\N,기타,2,373.92,2.47,10660,77
01,807,807. 서울역 12번 출구 앞,정기,,20대,5,77.63,0.77,3310,60
01,807,807. 서울역 12번 출구 앞,정기,,30대,2,553.92,3.9,16790.36,119
01,807,807. 서울역 12번 출구 앞,정기,,40대,12,976.97,6.97,30050.03,281
01,807,807. 서울역 12번 출구 앞,정기,,50대,1,201.02,1.24,5343.36,46
01,807,807. 서울역 12번 출구 앞,정기,F,20대,21,895.42,8.02,34653.26,332
01,807,807. 서울역 12번 출구 앞,정기,F,30대,34,923.11,9.26,39999.28,381
01,807,807. 서울역 12번 출구 앞,정기,F,40대,18,1546.99,14.07,60596.75,384
01,807,807. 서울역 12번 출구 앞,정기,F,50대,3,342.61,3.08,13310,197
01,807,807. 서울역 12번 출구 앞,정기,F,기타,3,14.7,0.18,790,64
01,807,807. 서울역 12번 출구 앞,정기,M,10대,3,36.95,0.25,1097.66,51
01,807,807. 서울역 12번 출구 앞,정기,M,20대,37,1418.01,12.02,51722.46,432
01,807,807. 서울역 12번 출구 앞,정기,M,30대,33,2323.34,18.36,79191.32,701
01,807,807. 서울역 12번 출구 앞,정기,M,40대,33,1366.87,11.26,48561.57,927
01,807,807. 서울역 12번 출구 앞,정기,M,50대,11,605.86,5.12,22057.77,174
01,807,807. 서울역 12번 출구 앞,정기,M,60대,9,904.77,7.84,33793.95,333
01,807,807. 서울역 12번 출구 앞,정기,M,70대이상,10,144.21,1.31,5602.77,666
01,807,807. 서울역 12번 출구 앞,정기,M,기타,13,260.97,2.29,9941.69,94
01,808,808. 서빙고동 금호맨션 앞,단체,M,10대,4,5.39,0.04,170,42
01,808,808. 서빙고동 금호맨션 앞,일일(비회원),\N,기타,7,465.03,4.19,18066.53,229
01,808,808. 서빙고동 금호맨션 앞,일일(회원),\N,10대,4,15.26,0.1,410,76
01,808,808. 서빙고동 금호맨션 앞,일일(회원),\N,20대,6,98.48,0.87,3745.26,157
01,808,808. 서빙고동 금호맨션 앞,일일(회원),\N,30대,7,234.08,2.73,11737.34,294
01,808,808. 서빙고동 금호맨션 앞,일일(회원),\N,40대,1,105.78,0.86,3710,24
01,808,808. 서빙고동 금호맨션 앞,일일(회원),\N,50대,1,160.97,1.08,4672.33,25
01,808,808. 서빙고동 금호맨션 앞,일일(회원),\N,기타,3,493.77,4.82,20781.52,261
01,808,808. 서빙고동 금호맨션 앞,일일(회원),,30대,1,18.3,0.2,871.78,4
01,808,808. 서빙고동 금호맨션 앞,일일(회원),F,10대,4,180.17,1.66,7145.02,88
01,808,808. 서빙고동 금호맨션 앞,일일(회원),F,20대,6,212.5,2.52,10835.21,137
01,808,808. 서빙고동 금호맨션 앞,일일(회원),F,30대,7,380.38,4.3,18490.04,185
01,808,808. 서빙고동 금호맨션 앞,일일(회원),F,40대,1,16.74,0.14,603.75,4
01,808,808. 서빙고동 금호맨션 앞,일일(회원),F,기타,3,102.68,1.07,4610.14,56
01,808,808. 서빙고동 금호맨션 앞,일일(회원),M,10대,3,160.26,1.41,6073.52,220
01,808,808. 서빙고동 금호맨션 앞,일일(회원),M,20대,13,754.42,6.9,29738.59,298
01,808,808. 서빙고동 금호맨션 앞,일일(회원),M,30대,2,400.69,3.45,14880,138
01,808,808. 서빙고동 금호맨션 앞,일일(회원),M,기타,3,311.7,2.32,10000,166
01,808,808. 서빙고동 금호맨션 앞,정기,\N,20대,8,350.82,3.2,13832.48,110
01,808,808. 서빙고동 금호맨션 앞,정기,\N,30대,8,192.08,1.77,7590,62
01,808,808. 서빙고동 금호맨션 앞,정기,\N,40대,6,430.7,2.6,11212.55,119
01,808,808. 서빙고동 금호맨션 앞,정기,\N,50대,4,298.42,2.77,11950,65
01,808,808. 서빙고동 금호맨션 앞,정기,\N,기타,1,26.37,0.26,1110,5
01,808,808. 서빙고동 금호맨션 앞,정기,,20대,1,0,0,0,4
01,808,808. 서빙고동 금호맨션 앞,정기,F,20대,6,191.83,2.06,8867.07,70
01,808,808. 서빙고동 금호맨션 앞,정기,F,30대,6,200.69,2.4,10343.12,84
01,808,808. 서빙고동 금호맨션 앞,정기,F,40대,15,335.57,3.03,13037.4,187
01,808,808. 서빙고동 금호맨션 앞,정기,F,50대,1,0,0,0,13
01,808,808. 서빙고동 금호맨션 앞,정기,F,60대,1,0,0,0,17
01,808,808. 서빙고동 금호맨션 앞,정기,F,기타,2,240.89,2.26,9700,75
01,808,808. 서빙고동 금호맨션 앞,정기,M,20대,7,142.53,1.07,4608.87,66
01,808,808. 서빙고동 금호맨션 앞,정기,M,30대,17,954.7,8.23,35499.6,423
01,808,808. 서빙고동 금호맨션 앞,정기,M,40대,1,70.41,0.59,2540,13
01,808,808. 서빙고동 금호맨션 앞,정기,M,50대,1,0,0,0,12
01,808,808. 서빙고동 금호맨션 앞,정기,M,60대,5,123.03,0.97,4172.6,115
01,808,808. 서빙고동 금호맨션 앞,정기,M,기타,4,231.67,1.83,7916.21,45
01,809,809. 한남 유수지 복개주차장,단체,,30대,4,251.23,2.27,9760.11,226
01,809,809. 한남 유수지 복개주차장,일일(비회원),\N,기타,5,1441.63,13,56007.28,397
01,809,809. 한남 유수지 복개주차장,일일(회원),\N,20대,10,1429.88,11.9,51300.19,388
01,809,809. 한남 유수지 복개주차장,일일(회원),\N,30대,2,317.2,3.72,16020,141
01,809,809. 한남 유수지 복개주차장,일일(회원),\N,40대,5,381.3,2.68,11560,158
01,809,809. 한남 유수지 복개주차장,일일(회원),\N,기타,2,90.91,0.74,3230.11,87
01,809,809. 한남 유수지 복개주차장,일일(회원),F,20대,9,1005.5,10.16,43786.65,422
01,809,809. 한남 유수지 복개주차장,일일(회원),F,30대,2,29.89,0.33,1424.04,75
01,809,809. 한남 유수지 복개주차장,일일(회원),F,기타,3,425.64,4.68,20211.61,131
01,809,809. 한남 유수지 복개주차장,일일(회원),M,10대,3,117.27,1.11,4768.04,39
01,809,809. 한남 유수지 복개주차장,일일(회원),M,20대,7,1111.06,9.71,41881.92,409
01,809,809. 한남 유수지 복개주차장,일일(회원),M,30대,9,1718.03,14.36,61834.23,302
01,809,809. 한남 유수지 복개주차장,일일(회원),M,40대,4,625.06,4.89,21079.88,117
01,809,809. 한남 유수지 복개주차장,일일(회원),M,50대,2,731.59,5.55,23927.46,142
01,809,809. 한남 유수지 복개주차장,일일(회원),M,기타,1,224.45,2.02,8720,83
01,809,809. 한남 유수지 복개주차장,정기,\N,10대,1,0,0,0,14
01,809,809. 한남 유수지 복개주차장,정기,\N,20대,43,4651.25,40.95,176525.77,1132
01,809,809. 한남 유수지 복개주차장,정기,\N,30대,36,1521.84,14.72,63504.3,450
01,809,809. 한남 유수지 복개주차장,정기,\N,40대,6,1068.32,9.05,38993.15,171
01,809,809. 한남 유수지 복개주차장,정기,\N,50대,6,1070.14,7.82,33697.92,239
01,809,809. 한남 유수지 복개주차장,정기,\N,60대,1,24.2,0.22,940.33,5
01,809,809. 한남 유수지 복개주차장,정기,\N,70대이상,3,265.89,2.39,10330,81
01,809,809. 한남 유수지 복개주차장,정기,\N,기타,1,0,0,0,5
01,809,809. 한남 유수지 복개주차장,정기,,20대,7,54.86,5.35,23089.71,413
01,809,809. 한남 유수지 복개주차장,정기,,40대,12,145.04,1.3,5634.19,59
01,809,809. 한남 유수지 복개주차장,정기,,50대,1,42.83,0.37,1590.5,42
01,809,809. 한남 유수지 복개주차장,정기,F,20대,15,1006.34,9.92,42700.58,331
01,809,809. 한남 유수지 복개주차장,정기,F,30대,17,2638.37,26.21,112970.94,668
01,809,809. 한남 유수지 복개주차장,정기,F,40대,4,94.42,0.99,4264.83,81
01,809,809. 한남 유수지 복개주차장,정기,F,50대,8,1482.94,14.41,62122.86,468
01,809,809. 한남 유수지 복개주차장,정기,F,기타,3,649.88,6.68,28782.04,195
01,809,809. 한남 유수지 복개주차장,정기,M,10대,2,330.2,2.41,10422.84,109
01,809,809. 한남 유수지 복개주차장,정기,M,20대,5,125.59,1.25,5337.35,190
01,809,809. 한남 유수지 복개주차장,정기,M,30대,9,729.84,5.55,23886.69,262
01,809,809. 한남 유수지 복개주차장,정기,M,40대,32,2519.25,19.79,85239.16,560
01,809,809. 한남 유수지 복개주차장,정기,M,50대,16,2542.73,23.62,101877.09,799
01,809,809. 한남 유수지 복개주차장,정기,M,60대,4,212.85,1.89,8133.19,146
01,809,809. 한남 유수지 복개주차장,정기,M,기타,1,0,0,0,12
01,810,810. 이태원지하보도,단체,M,10대,1,40.56,0.35,1528.85,18
01,810,810. 이태원지하보도,일일(비회원),\N,기타,12,1085.68,9.79,42179.01,561
01,810,810. 이태원지하보도,일일(회원),\N,10대,1,210.28,2.09,9000,65
01,810,810. 이태원지하보도,일일(회원),\N,20대,9,882.66,8.14,35025.18,420
01,810,810. 이태원지하보도,일일(회원),\N,30대,7,342.67,2.94,12677.58,163
01,810,810. 이태원지하보도,일일(회원),,20대,2,73.53,0.79,3401.03,20
01,810,810. 이태원지하보도,일일(회원),F,10대,3,309.18,2.6,11180,142
01,810,810. 이태원지하보도,일일(회원),F,20대,8,889.23,8.92,38442.32,284
01,810,810. 이태원지하보도,일일(회원),F,30대,4,101.35,0.92,3943.78,41
01,810,810. 이태원지하보도,일일(회원),F,50대,1,0,0,0,19
01,810,810. 이태원지하보도,일일(회원),F,기타,3,130.17,1.42,6136.08,56
01,810,810. 이태원지하보도,일일(회원),M,10대,10,545.88,4.74,20430,393
01,810,810. 이태원지하보도,일일(회원),M,20대,13,722.93,6.16,26539.97,269
01,810,810. 이태원지하보도,일일(회원),M,30대,6,56.36,0.47,2000,151
01,810,810. 이태원지하보도,일일(회원),M,40대,6,406.05,3.16,13565.72,199
01,810,810. 이태원지하보도,일일(회원),M,기타,5,347.42,3.1,13415.37,101
01,810,810. 이태원지하보도,정기,\N,20대,39,1097.03,8.59,37070.9,359
01,810,810. 이태원지하보도,정기,\N,30대,22,1310.56,12.27,52823.25,794
01,810,810. 이태원지하보도,정기,\N,40대,3,61.38,0.63,2718.67,28
01,810,810. 이태원지하보도,정기,\N,50대,4,88.1,0.9,3870,49
01,810,810. 이태원지하보도,정기,\N,60대,4,260.28,2.24,9640.38,53
01,810,810. 이태원지하보도,정기,,40대,8,302.35,3.11,13415.66,93
01,810,810. 이태원지하보도,정기,F,20대,12,439.68,4.88,21097.31,174
01,810,810. 이태원지하보도,정기,F,30대,17,673.09,6.47,27805.73,342
01,810,810. 이태원지하보도,정기,F,40대,3,230.6,1.63,6996.75,97
01,810,810. 이태원지하보도,정기,F,50대,1,36.55,0.33,1420,7
01,810,810. 이태원지하보도,정기,F,60대,1,215.55,2.38,10270,102
01,810,810. 이태원지하보도,정기,F,기타,30,666.54,5.98,25800.75,347
01,810,810. 이태원지하보도,정기,M,20대,25,790.04,6.08,26234.52,213
01,810,810. 이태원지하보도,정기,M,30대,45,2370.48,19.81,85436.28,725
01,810,810. 이태원지하보도,정기,M,40대,8,1003.34,7.85,33834.4,307
01,810,810. 이태원지하보도,정기,M,50대,6,337.02,2.7,11653.08,95
01,810,810. 이태원지하보도,정기,M,60대,34,1257.97,12.5,53961.54,461
01,810,810. 이태원지하보도,정기,M,기타,7,359.04,2.76,11899.96,185
01,811,811. 녹사평역1번출구,단체,M,20대,2,58.28,0.52,2230,28
01,811,811. 녹사평역1번출구,단체,M,30대,2,99,0.81,3521.34,20
01,811,811. 녹사평역1번출구,일일(비회원),\N,기타,4,175.78,1.58,6828.84,31
